Voltage control
Voltage is set directly according to setter.

Constant setpoint
Value (V)
0

Stop buffer (mm), Syringe diameter (mm)
5,20.5

Time (ms),Force (N),Flowrate (ml/s),Control action (8 bit),Loadcell (24 bit),Ticks (rotations)
111803,-3.69872,0.00000,0,-128537,1
111894,-3.69817,0.00000,0,-128518,1
111985,-3.69738,0.00000,0,-128491,1
112076,-3.69671,0.00000,0,-128468,1
112167,-3.70242,0.00000,0,-128664,1
112258,-3.74596,0.00000,0,-130159,1
112348,-3.76052,0.00000,0,-130659,1
112439,-3.76184,0.00000,0,-130704,1
112530,-3.76224,0.00000,0,-130718,1
112621,-3.76256,0.00000,0,-130729,1
112713,-3.76000,0.00000,0,-130641,1
112803,-3.76076,0.00000,0,-130667,1
112894,-3.76041,0.00000,0,-130655,1
112985,-3.76035,0.00000,0,-130653,1
113076,-3.76076,0.00000,0,-130667,1
113167,-3.76082,0.00000,0,-130669,1
113258,-3.76012,0.00000,0,-130645,1
113348,-3.75968,0.00000,0,-130630,1
113440,-3.76009,0.00000,0,-130644,1
113531,-3.76073,0.00000,0,-130666,1
113622,-3.76032,0.00000,0,-130652,1
113713,-3.75959,0.00000,0,-130627,1
113803,-3.75892,0.00000,0,-130604,1
113894,-3.76015,0.00000,0,-130646,1
113985,-3.76175,0.00000,0,-130701,1
114077,-3.76218,0.00000,0,-130716,1
114168,-3.76149,0.00000,0,-130692,1
114259,-3.76052,0.00000,0,-130659,1
114349,-3.75802,0.00000,0,-130573,1
114440,-3.75846,0.00000,0,-130588,1
114531,-3.75962,0.00000,0,-130628,1
114622,-3.76000,0.00000,0,-130641,1
114713,-3.76038,0.00000,0,-130654,1
114804,-3.76114,0.00000,0,-130680,1
114895,-3.76058,0.00000,0,-130661,1
114986,-3.76052,0.00000,0,-130659,1
115077,-3.75939,0.00000,0,-130620,1
115168,-3.75860,0.00000,0,-130593,1
115258,-3.76015,0.00000,0,-130646,1
115349,-3.75971,0.00000,0,-130631,1
115441,-3.76038,0.00000,0,-130654,1
115532,-3.75936,0.00000,0,-130619,1
115622,-3.75924,0.00000,0,-130615,1
115713,-3.76125,0.00000,0,-130684,1
115804,-3.76227,0.00000,0,-130719,1
115895,-3.76108,0.00000,0,-130678,1
115986,-3.76067,0.00000,0,-130664,1
116076,-3.76082,0.00000,0,-130669,1
116168,-3.76067,0.00000,0,-130664,1
116259,-3.76064,0.00000,0,-130663,1
116350,-3.76047,0.00000,0,-130657,1
116441,-3.75910,0.00000,0,-130610,1
116531,-3.75977,0.00000,0,-130633,1
116622,-3.76119,0.00000,0,-130682,1
116713,-3.76230,0.00000,0,-130720,1
116804,-3.76189,0.00000,0,-130706,1
116896,-3.76000,0.00000,0,-130641,1
116986,-3.75904,0.00000,0,-130608,1
117077,-3.75977,0.00000,0,-130633,1
117168,-3.75977,0.00000,0,-130633,1
117259,-3.75916,0.00000,0,-130612,1
117350,-3.76015,0.00000,0,-130646,1
117440,-3.76111,0.00000,0,-130679,1
117532,-3.76096,0.00000,0,-130674,1
117623,-3.76023,0.00000,0,-130649,1
117714,-3.76020,0.00000,0,-130648,1
117805,-3.75959,0.00000,0,-130627,1
117895,-3.75959,0.00000,0,-130627,1
117986,-3.75942,0.00000,0,-130621,1
118077,-3.76117,0.00000,0,-130681,1
118168,-3.76023,0.00000,0,-130649,1
118260,-3.75965,0.00000,0,-130629,1
118350,-3.76084,0.00000,0,-130670,1
118441,-3.75948,0.00000,0,-130623,1
118532,-3.75828,0.00000,0,-130582,1
118623,-3.75819,0.00000,0,-130579,1
118714,-3.76003,0.00000,0,-130642,1
118804,-3.76087,0.00000,0,-130671,1
118895,-3.75892,0.00000,0,-130604,1
118987,-3.75886,0.00000,0,-130602,1
119078,-3.75849,0.00000,0,-130589,1
119169,-3.75910,0.00000,0,-130610,1
119259,-3.75939,0.00000,0,-130620,1
119350,-3.76000,0.00000,0,-130641,1
119441,-3.75863,0.00000,0,-130594,1
119532,-3.76082,0.00000,0,-130669,1
119624,-3.76105,0.00000,0,-130677,1
119714,-3.75851,0.00000,0,-130590,1
119805,-3.75755,0.00000,0,-130557,1
119896,-3.75875,0.00000,0,-130598,1
119987,-3.75892,0.00000,0,-130604,1
120078,-3.75985,0.00000,0,-130636,1
120168,-3.75776,0.00000,0,-130564,1
120259,-3.75709,0.00000,0,-130541,1
120351,-3.75889,0.00000,0,-130603,1
120442,-3.75817,0.00000,0,-130578,1
120532,-3.75910,0.00000,0,-130610,1
120623,-3.75910,0.00000,0,-130610,1
120714,-3.75921,0.00000,0,-130614,1
120805,-3.75735,0.00000,0,-130550,1
120896,-3.75875,0.00000,0,-130598,1
120986,-3.75889,0.00000,0,-130603,1
121078,-3.75857,0.00000,0,-130592,1
121169,-3.75837,0.00000,0,-130585,1
121260,-3.75773,0.00000,0,-130563,1
121351,-3.75750,0.00000,0,-130555,1
121441,-3.75770,0.00000,0,-130562,1
121532,-3.75881,0.00000,0,-130600,1
121623,-3.75980,0.00000,0,-130634,1
121715,-3.75866,0.00000,0,-130595,1
121806,-3.75930,0.00000,0,-130617,1
121896,-3.75921,0.00000,0,-130614,1
121987,-3.75770,0.00000,0,-130562,1
122078,-3.75729,0.00000,0,-130548,1
122169,-3.75776,0.00000,0,-130564,1
122260,-3.75878,0.00000,0,-130599,1
122350,-3.75904,0.00000,0,-130608,1
122442,-3.76175,0.00000,0,-130701,1
122533,-3.76705,0.00000,0,-130883,1
122624,-3.74855,0.00000,0,-130248,1
122715,-3.71722,0.00000,0,-129172,1
122805,-3.71264,0.00000,0,-129015,1
122896,-3.71259,0.00000,0,-129013,1
122987,-3.71311,0.00000,0,-129031,1
123079,-3.71212,0.00000,0,-128997,1
123170,-3.71098,0.00000,0,-128958,1
123260,-3.71095,0.00000,0,-128957,1
123351,-3.71113,0.00000,0,-128963,1
123442,-3.71215,0.00000,0,-128998,1
123533,-3.71174,0.00000,0,-128984,1
123623,-3.71229,0.00000,0,-129003,1
123714,-3.71293,0.00000,0,-129025,1
123806,-3.71334,0.00000,0,-129039,1
123897,-3.71238,0.00000,0,-129006,1
123988,-3.71168,0.00000,0,-128982,1
124078,-3.71334,0.00000,0,-129039,1
124169,-3.71296,0.00000,0,-129026,1
124260,-3.71293,0.00000,0,-129025,1
124351,-3.71320,0.00000,0,-129034,1
124442,-3.71305,0.00000,0,-129029,1
124533,-3.71256,0.00000,0,-129012,1
124624,-3.71325,0.00000,0,-129036,1
124715,-3.71253,0.00000,0,-129011,1
124806,-3.71206,0.00000,0,-128995,1
124897,-3.72488,0.00000,0,-129435,1
124987,-3.75933,0.00000,0,-130618,1
125078,-3.78082,0.00000,0,-131356,1
125170,-3.80383,0.00000,0,-132146,1
125261,-3.82326,0.00000,0,-132813,1
125352,-3.82032,0.00000,0,-132712,1
125442,-3.82239,0.00000,0,-132783,1
125533,-3.82172,0.00000,0,-132760,1
125624,-3.82323,0.00000,0,-132812,1
125715,-3.82262,0.00000,0,-132791,1
125806,-3.82291,0.00000,0,-132801,1
125897,-3.82294,0.00000,0,-132802,1
125988,-3.82349,0.00000,0,-132821,1
126079,-3.82140,0.00000,0,-132749,1
126170,-3.82198,0.00000,0,-132769,1
126261,-3.82227,0.00000,0,-132779,1
126352,-3.82233,0.00000,0,-132781,1
126442,-3.82131,0.00000,0,-132746,1
126533,-3.82137,0.00000,0,-132748,1
126625,-3.82169,0.00000,0,-132759,1
126716,-3.82145,0.00000,0,-132751,1
126807,-3.82160,0.00000,0,-132756,1
126897,-3.82122,0.00000,0,-132743,1
126988,-3.82081,0.00000,0,-132729,1
127079,-3.82151,0.00000,0,-132753,1
127170,-3.82224,0.00000,0,-132778,1
127262,-3.82154,0.00000,0,-132754,1
127352,-3.82172,0.00000,0,-132760,1
127443,-3.82244,0.00000,0,-132785,1
127534,-3.82209,0.00000,0,-132773,1
127625,-3.82166,0.00000,0,-132758,1
127716,-3.82186,0.00000,0,-132765,1
127807,-3.82081,0.00000,0,-132729,1
127897,-3.82035,0.00000,0,-132713,1
127989,-3.82163,0.00000,0,-132757,1
128080,-3.82207,0.00000,0,-132772,1
128171,-3.82276,0.00000,0,-132796,1
128262,-3.82273,0.00000,0,-132795,1
128352,-3.82177,0.00000,0,-132762,1
128443,-3.82177,0.00000,0,-132762,1
128534,-3.82212,0.00000,0,-132774,1
128626,-3.82157,0.00000,0,-132755,1
128717,-3.82073,0.00000,0,-132726,1
128807,-3.82017,0.00000,0,-132707,1
128898,-3.82067,0.00000,0,-132724,1
128989,-3.82110,0.00000,0,-132739,1
129080,-3.82183,0.00000,0,-132764,1
129171,-3.82081,0.00000,0,-132729,1
129261,-3.82003,0.00000,0,-132702,1
129353,-3.82186,0.00000,0,-132765,1
129444,-3.82247,0.00000,0,-132786,1
129535,-3.82250,0.00000,0,-132787,1
129626,-3.82192,0.00000,0,-132767,1
129716,-3.82055,0.00000,0,-132720,1
129807,-3.81953,0.00000,0,-132685,1
129898,-3.82017,0.00000,0,-132707,1
129989,-3.82084,0.00000,0,-132730,1
130081,-3.81927,0.00000,0,-132676,1
130172,-3.81959,0.00000,0,-132687,1
130262,-3.81985,0.00000,0,-132696,1
130353,-3.82032,0.00000,0,-132712,1
130444,-3.81994,0.00000,0,-132699,1
130535,-3.82038,0.00000,0,-132714,1
130626,-3.82192,0.00000,0,-132767,1
130717,-3.82137,0.00000,0,-132748,1
130808,-3.82271,0.00000,0,-132794,1
130899,-3.82215,0.00000,0,-132775,1
130990,-3.82099,0.00000,0,-132735,1
131081,-3.82207,0.00000,0,-132772,1
131171,-3.82061,0.00000,0,-132722,1
131262,-3.82145,0.00000,0,-132751,1
131353,-3.82145,0.00000,0,-132751,1
131445,-3.81994,0.00000,0,-132699,1
131536,-3.82035,0.00000,0,-132713,1
131626,-3.82215,0.00000,0,-132775,1
131717,-3.82026,0.00000,0,-132710,1
131808,-3.82046,0.00000,0,-132717,1
131899,-3.82052,0.00000,0,-132719,1
131990,-3.82140,0.00000,0,-132749,1
132081,-3.82102,0.00000,0,-132736,1
132172,-3.82131,0.00000,0,-132746,1
132263,-3.82279,0.00000,0,-132797,1
132354,-3.82352,0.00000,0,-132822,1
132445,-3.82052,0.00000,0,-132719,1
132536,-3.81974,0.00000,0,-132692,1
132626,-3.82003,0.00000,0,-132702,1
132717,-3.82000,0.00000,0,-132701,1
132809,-3.82020,0.00000,0,-132708,1
132900,-3.82014,0.00000,0,-132706,1
132991,-3.81889,0.00000,0,-132663,1
133081,-3.81979,0.00000,0,-132694,1
133172,-3.82247,0.00000,0,-132786,1
133263,-3.82145,0.00000,0,-132751,1
133354,-3.82026,0.00000,0,-132710,1
133445,-3.81968,0.00000,0,-132690,1
133536,-3.82166,0.00000,0,-132758,1
133627,-3.82186,0.00000,0,-132765,1
133718,-3.82032,0.00000,0,-132712,1
133809,-3.82058,0.00000,0,-132721,1
133900,-3.81982,0.00000,0,-132695,1
133991,-3.82084,0.00000,0,-132730,1
134081,-3.82081,0.00000,0,-132729,1
134173,-3.82099,0.00000,0,-132735,1
134264,-3.82128,0.00000,0,-132745,1
134355,-3.82093,0.00000,0,-132733,1
134446,-3.82067,0.00000,0,-132724,1
134536,-3.82096,0.00000,0,-132734,1
134627,-3.82055,0.00000,0,-132720,1
134718,-3.82128,0.00000,0,-132745,1
134809,-3.82236,0.00000,0,-132782,1
134901,-3.82119,0.00000,0,-132742,1
134991,-3.82026,0.00000,0,-132710,1
135082,-3.81874,0.00000,0,-132658,1
135173,-3.81883,0.00000,0,-132661,1
135264,-3.81901,0.00000,0,-132667,1
135355,-3.82174,0.00000,0,-132761,1
135445,-3.82134,0.00000,0,-132747,1
135537,-3.82000,0.00000,0,-132701,1
135628,-3.81959,0.00000,0,-132687,1
135719,-3.82061,0.00000,0,-132722,1
135810,-3.82064,0.00000,0,-132723,1
135900,-3.81982,0.00000,0,-132695,1
135991,-3.81758,0.00000,0,-132618,1
136082,-3.81869,0.00000,0,-132656,1
136173,-3.81915,0.00000,0,-132672,1
136265,-3.82119,0.00000,0,-132742,1
136355,-3.82201,0.00000,0,-132770,1
136446,-3.81936,0.00000,0,-132679,1
136537,-3.81787,0.00000,0,-132628,1
136628,-3.81842,0.00000,0,-132647,1
136719,-3.82090,0.00000,0,-132732,1
136810,-3.82227,0.00000,0,-132779,1
136900,-3.82038,0.00000,0,-132714,1
136992,-3.81979,0.00000,0,-132694,1
137083,-3.82055,0.00000,0,-132720,1
137174,-3.82043,0.00000,0,-132716,1
137265,-3.82073,0.00000,0,-132726,1
137355,-3.81965,0.00000,0,-132689,1
137446,-3.81962,0.00000,0,-132688,1
137537,-3.81988,0.00000,0,-132697,1
137629,-3.82116,0.00000,0,-132741,1
137720,-3.82064,0.00000,0,-132723,1
137810,-3.81953,0.00000,0,-132685,1
137901,-3.81956,0.00000,0,-132686,1
137992,-3.81883,0.00000,0,-132661,1
138083,-3.81886,0.00000,0,-132662,1
138174,-3.81845,0.00000,0,-132648,1
138265,-3.82017,0.00000,0,-132707,1
138356,-3.81976,0.00000,0,-132693,1
138447,-3.81901,0.00000,0,-132667,1
138538,-3.81985,0.00000,0,-132696,1
138629,-3.82008,0.00000,0,-132704,1
138720,-3.81974,0.00000,0,-132692,1
138810,-3.81907,0.00000,0,-132669,1
138901,-3.81869,0.00000,0,-132656,1
138993,-3.81799,0.00000,0,-132632,1
139084,-3.81953,0.00000,0,-132685,1
139175,-3.82000,0.00000,0,-132701,1
139266,-3.83264,0.00000,0,-133135,1
139356,-3.86540,0.00000,0,-134260,1
139447,-3.87918,0.00000,0,-134733,1
139538,-3.87999,0.00000,0,-134761,1
139629,-3.87833,0.00000,0,-134704,1
139721,-3.87624,0.00000,0,-134632,1
139812,-3.87731,0.00000,0,-134669,1
139902,-3.87825,0.00000,0,-134701,1
139993,-3.87667,0.00000,0,-134647,1
140084,-3.87507,0.00000,0,-134592,1
140175,-3.87548,0.00000,0,-134606,1
140266,-3.87737,0.00000,0,-134671,1
140356,-3.87702,0.00000,0,-134659,1
140448,-3.87804,0.00000,0,-134694,1
140539,-3.87734,0.00000,0,-134670,1
140630,-3.87641,0.00000,0,-134638,1
140721,-3.87863,0.00000,0,-134714,1
140812,-3.87798,0.00000,0,-134692,1
140902,-3.87484,0.00000,0,-134584,1
140993,-3.87813,0.00000,0,-134697,1
141085,-3.87976,0.00000,0,-134753,1
141176,-3.87889,0.00000,0,-134723,1
141267,-3.87924,0.00000,0,-134735,1
141357,-3.87839,0.00000,0,-134706,1
141448,-3.87694,0.00000,0,-134656,1
141539,-3.87816,0.00000,0,-134698,1
141630,-3.88002,0.00000,0,-134762,1
141721,-3.87950,0.00000,0,-134744,1
141812,-3.87772,0.00000,0,-134683,1
141903,-3.87714,0.00000,0,-134663,1
141994,-3.87801,0.00000,0,-134693,1
142085,-3.87784,0.00000,0,-134687,1
142175,-3.87825,0.00000,0,-134701,1
142266,-3.87746,0.00000,0,-134674,1
142357,-3.87775,0.00000,0,-134684,1
142449,-3.87842,0.00000,0,-134707,1
142540,-3.87857,0.00000,0,-134712,1
142630,-3.88064,0.00000,0,-134783,1
142721,-3.88087,0.00000,0,-134791,1
142812,-3.87967,0.00000,0,-134750,1
142903,-3.87924,0.00000,0,-134735,1
142994,-3.87874,0.00000,0,-134718,1
143084,-3.87796,0.00000,0,-134691,1
143176,-3.87737,0.00000,0,-134671,1
143267,-3.87761,0.00000,0,-134679,1
143358,-3.87816,0.00000,0,-134698,1
143449,-3.87781,0.00000,0,-134686,1
143540,-3.87798,0.00000,0,-134692,1
143630,-3.87865,0.00000,0,-134715,1
143721,-3.87828,0.00000,0,-134702,1
143812,-3.87921,0.00000,0,-134734,1
143904,-3.87927,0.00000,0,-134736,1
143995,-3.88072,0.00000,0,-134786,1
144085,-3.88026,0.00000,0,-134770,1
144176,-3.88046,0.00000,0,-134777,1
144267,-3.88058,0.00000,0,-134781,1
144358,-3.88116,0.00000,0,-134801,1
144449,-3.87967,0.00000,0,-134750,1
144540,-3.88026,0.00000,0,-134770,1
144631,-3.88029,0.00000,0,-134771,1
144722,-3.87982,0.00000,0,-134755,1
144813,-3.87924,0.00000,0,-134735,1
144904,-3.87874,0.00000,0,-134718,1
144994,-3.87947,0.00000,0,-134743,1
145085,-3.88029,0.00000,0,-134771,1
145176,-3.87868,0.00000,0,-134716,1
145268,-3.87964,0.00000,0,-134749,1
145358,-3.88034,0.00000,0,-134773,1
145449,-3.87897,0.00000,0,-134726,1
145540,-3.87737,0.00000,0,-134671,1
145631,-3.87752,0.00000,0,-134676,1
145722,-3.87909,0.00000,0,-134730,1
145812,-3.87886,0.00000,0,-134722,1
145903,-3.87935,0.00000,0,-134739,1
145995,-3.87970,0.00000,0,-134751,1
146086,-3.88075,0.00000,0,-134787,1
146177,-3.88055,0.00000,0,-134780,1
146267,-3.88058,0.00000,0,-134781,1
146358,-3.88005,0.00000,0,-134763,1
146449,-3.88034,0.00000,0,-134773,1
146540,-3.87938,0.00000,0,-134740,1
146632,-3.87897,0.00000,0,-134726,1
146722,-3.87932,0.00000,0,-134738,1
146813,-3.87912,0.00000,0,-134731,1
146904,-3.88002,0.00000,0,-134762,1
146995,-3.88031,0.00000,0,-134772,1
147086,-3.87781,0.00000,0,-134686,1
147176,-3.87807,0.00000,0,-134695,1
147267,-3.87973,0.00000,0,-134752,1
147359,-3.88136,0.00000,0,-134808,1
147450,-3.88084,0.00000,0,-134790,1
147541,-3.87973,0.00000,0,-134752,1
147631,-3.87897,0.00000,0,-134726,1
147722,-3.87956,0.00000,0,-134746,1
147813,-3.87997,0.00000,0,-134760,1
147904,-3.88029,0.00000,0,-134771,1
147996,-3.87900,0.00000,0,-134727,1
148086,-3.87793,0.00000,0,-134690,1
148177,-3.87772,0.00000,0,-134683,1
148268,-3.87860,0.00000,0,-134713,1
148359,-3.87895,0.00000,0,-134725,1
148450,-3.87988,0.00000,0,-134757,1
148540,-3.87912,0.00000,0,-134731,1
148631,-3.88069,0.00000,0,-134785,1
148723,-3.88212,0.00000,0,-134834,1
148814,-3.88020,0.00000,0,-134768,1
148905,-3.87897,0.00000,0,-134726,1
148995,-3.87740,0.00000,0,-134672,1
149086,-3.87836,0.00000,0,-134705,1
149177,-3.88072,0.00000,0,-134786,1
149268,-3.88008,0.00000,0,-134764,1
149359,-3.87895,0.00000,0,-134725,1
149450,-3.88023,0.00000,0,-134769,1
149541,-3.88136,0.00000,0,-134808,1
149632,-3.88101,0.00000,0,-134796,1
149723,-3.88066,0.00000,0,-134784,1
149814,-3.88055,0.00000,0,-134780,1
149904,-3.88011,0.00000,0,-134765,1
149995,-3.88052,0.00000,0,-134779,1
150087,-3.87967,0.00000,0,-134750,1
150178,-3.87918,0.00000,0,-134733,1
150269,-3.88005,0.00000,0,-134763,1
150359,-3.88064,0.00000,0,-134783,1
150450,-3.88058,0.00000,0,-134781,1
150541,-3.88069,0.00000,0,-134785,1
150632,-3.88078,0.00000,0,-134788,1
150722,-3.88002,0.00000,0,-134762,1
150814,-3.88087,0.00000,0,-134791,1
150905,-3.88183,0.00000,0,-134824,1
150996,-3.88235,0.00000,0,-134842,1
151087,-3.88168,0.00000,0,-134819,1
151177,-3.88168,0.00000,0,-134819,1
151268,-3.88058,0.00000,0,-134781,1
151359,-3.88069,0.00000,0,-134785,1
151450,-3.88285,0.00000,0,-134859,1
151542,-3.88253,0.00000,0,-134848,1
151632,-3.88142,0.00000,0,-134810,1
151723,-3.88011,0.00000,0,-134765,1
151814,-3.88040,0.00000,0,-134775,1
151905,-3.88098,0.00000,0,-134795,1
151996,-3.88090,0.00000,0,-134792,1
152086,-3.88165,0.00000,0,-134818,1
152178,-3.88183,0.00000,0,-134824,1
152269,-3.88151,0.00000,0,-134813,1
152360,-3.88122,0.00000,0,-134803,1
152451,-3.88212,0.00000,0,-134834,1
152541,-3.88180,0.00000,0,-134823,1
152632,-3.88195,0.00000,0,-134828,1
152723,-3.87991,0.00000,0,-134758,1
152814,-3.87816,0.00000,0,-134698,1
152906,-3.88177,0.00000,0,-134822,1
152996,-3.88212,0.00000,0,-134834,1
153087,-3.87997,0.00000,0,-134760,1
153178,-3.87865,0.00000,0,-134715,1
153269,-3.88130,0.00000,0,-134806,1
153360,-3.88130,0.00000,0,-134806,1
153450,-3.88084,0.00000,0,-134790,1
153541,-3.88189,0.00000,0,-134826,1
153633,-3.88177,0.00000,0,-134822,1
153724,-3.88142,0.00000,0,-134810,1
153814,-3.88200,0.00000,0,-134830,1
153905,-3.88163,0.00000,0,-134817,1
153996,-3.88148,0.00000,0,-134812,1
154087,-3.88107,0.00000,0,-134798,1
154178,-3.88247,0.00000,0,-134846,1
154269,-3.88320,0.00000,0,-134871,1
154360,-3.88209,0.00000,0,-134833,1
154451,-3.88209,0.00000,0,-134833,1
154542,-3.88206,0.00000,0,-134832,1
154633,-3.88215,0.00000,0,-134835,1
154723,-3.88192,0.00000,0,-134827,1
154814,-3.88139,0.00000,0,-134809,1
154905,-3.88110,0.00000,0,-134799,1
154997,-3.88090,0.00000,0,-134792,1
155087,-3.88101,0.00000,0,-134796,1
155178,-3.88066,0.00000,0,-134784,1
155269,-3.88142,0.00000,0,-134810,1
155360,-3.88055,0.00000,0,-134780,1
155451,-3.87921,0.00000,0,-134734,1
155541,-3.88040,0.00000,0,-134775,1
155633,-3.88148,0.00000,0,-134812,1
155724,-3.88296,0.00000,0,-134863,1
155815,-3.88398,0.00000,0,-134898,1
155906,-3.88264,0.00000,0,-134852,1
155996,-3.88250,0.00000,0,-134847,1
156087,-3.88224,0.00000,0,-134838,1
156178,-3.88078,0.00000,0,-134788,1
156269,-3.88096,0.00000,0,-134794,1
156361,-3.87988,0.00000,0,-134757,1
156451,-3.88096,0.00000,0,-134794,1
156542,-3.88197,0.00000,0,-134829,1
156633,-3.88087,0.00000,0,-134791,1
156724,-3.88090,0.00000,0,-134792,1
156815,-3.88232,0.00000,0,-134841,1
156905,-3.88180,0.00000,0,-134823,1
156996,-3.88148,0.00000,0,-134812,1
157088,-3.88262,0.00000,0,-134851,1
157179,-3.88331,0.00000,0,-134875,1
157270,-3.88361,0.00000,0,-134885,1
157360,-3.88215,0.00000,0,-134835,1
157451,-3.88125,0.00000,0,-134804,1
157542,-3.88157,0.00000,0,-134815,1
157633,-3.88113,0.00000,0,-134800,1
157725,-3.88011,0.00000,0,-134765,1
157815,-3.88151,0.00000,0,-134813,1
157906,-3.88145,0.00000,0,-134811,1
157997,-3.88034,0.00000,0,-134773,1
158088,-3.88023,0.00000,0,-134769,1
158179,-3.88040,0.00000,0,-134775,1
158269,-3.88052,0.00000,0,-134779,1
158360,-3.88046,0.00000,0,-134777,1
158452,-3.88078,0.00000,0,-134788,1
158543,-3.88250,0.00000,0,-134847,1
158634,-3.88279,0.00000,0,-134857,1
158724,-3.88203,0.00000,0,-134831,1
158815,-3.88090,0.00000,0,-134792,1
158906,-3.88130,0.00000,0,-134806,1
158997,-3.88148,0.00000,0,-134812,1
159089,-3.88253,0.00000,0,-134848,1
159179,-3.88110,0.00000,0,-134799,1
159270,-3.88125,0.00000,0,-134804,1
159361,-3.88209,0.00000,0,-134833,1
159452,-3.88113,0.00000,0,-134800,1
159543,-3.88061,0.00000,0,-134782,1
159633,-3.88064,0.00000,0,-134783,1
159724,-3.88072,0.00000,0,-134786,1
159816,-3.88177,0.00000,0,-134822,1
159907,-3.88075,0.00000,0,-134787,1
159998,-3.87921,0.00000,0,-134734,1
160088,-3.88008,0.00000,0,-134764,1
160179,-3.88034,0.00000,0,-134773,1
160270,-3.87927,0.00000,0,-134736,1
160361,-3.87979,0.00000,0,-134754,1
160452,-3.88037,0.00000,0,-134774,1
160543,-3.88090,0.00000,0,-134792,1
160634,-3.88064,0.00000,0,-134783,1
160725,-3.88174,0.00000,0,-134821,1
160816,-3.88130,0.00000,0,-134806,1
160907,-3.88069,0.00000,0,-134785,1
160997,-3.88110,0.00000,0,-134799,1
161088,-3.88084,0.00000,0,-134790,1
161180,-3.87932,0.00000,0,-134738,1
161271,-3.87991,0.00000,0,-134758,1
161362,-3.88101,0.00000,0,-134796,1
161452,-3.88128,0.00000,0,-134805,1
161543,-3.88151,0.00000,0,-134813,1
161634,-3.88093,0.00000,0,-134793,1
161725,-3.88154,0.00000,0,-134814,1
161816,-3.88157,0.00000,0,-134815,1
161907,-3.88052,0.00000,0,-134779,1
161998,-3.88069,0.00000,0,-134785,1
162089,-3.88020,0.00000,0,-134768,1
162180,-3.88113,0.00000,0,-134800,1
162271,-3.88288,0.00000,0,-134860,1
162361,-3.88311,0.00000,0,-134868,1
162452,-3.88142,0.00000,0,-134810,1
162543,-3.88031,0.00000,0,-134772,1
162635,-3.87976,0.00000,0,-134753,1
162726,-3.87973,0.00000,0,-134752,1
162816,-3.88037,0.00000,0,-134774,1
162907,-3.88093,0.00000,0,-134793,1
162998,-3.88043,0.00000,0,-134776,1
163089,-3.88110,0.00000,0,-134799,1
163180,-3.88227,0.00000,0,-134839,1
163271,-3.88282,0.00000,0,-134858,1
163362,-3.88130,0.00000,0,-134806,1
163453,-3.88276,0.00000,0,-134856,1
163544,-3.88288,0.00000,0,-134860,1
163635,-3.88244,0.00000,0,-134845,1
163725,-3.88215,0.00000,0,-134835,1
163816,-3.88174,0.00000,0,-134821,1
163907,-3.87973,0.00000,0,-134752,1
163999,-3.88066,0.00000,0,-134784,1
164089,-3.88209,0.00000,0,-134833,1
164180,-3.88346,0.00000,0,-134880,1
164271,-3.88329,0.00000,0,-134874,1
164362,-3.88165,0.00000,0,-134818,1
164453,-3.88066,0.00000,0,-134784,1
164543,-3.88203,0.00000,0,-134831,1
164634,-3.87851,0.00000,0,-134710,1
164726,-3.87734,0.00000,0,-134670,1
164817,-3.88171,0.00000,0,-134820,1
164908,-3.88104,0.00000,0,-134797,1
164998,-3.87731,0.00000,0,-134669,1
165089,-3.87694,0.00000,0,-134656,1
165180,-3.87292,0.00000,0,-134518,1
165271,-3.80750,0.00000,0,-132272,1
165363,-3.61190,0.00000,0,-125556,1
165453,-3.52782,0.00000,0,-122669,1
165544,-3.52266,0.00000,0,-122492,1
165635,-3.52071,0.00000,0,-122425,1
165726,-3.52240,0.00000,0,-122483,1
165817,-3.51905,0.00000,0,-122368,1
165907,-3.51879,0.00000,0,-122359,1
165998,-3.51917,0.00000,0,-122372,1
166090,-3.51803,0.00000,0,-122333,1
166181,-3.51998,0.00000,0,-122400,1
166272,-3.52170,0.00000,0,-122459,1
166363,-3.51774,0.00000,0,-122323,1
166453,-3.51672,0.00000,0,-122288,1
166544,-3.51987,0.00000,0,-122396,1
166635,-3.51786,0.00000,0,-122327,1
166727,-3.51771,0.00000,0,-122322,1
166817,-3.51780,0.00000,0,-122325,1
166908,-3.51748,0.00000,0,-122314,1
166999,-3.51663,0.00000,0,-122285,1
167090,-3.51637,0.00000,0,-122276,1
167181,-3.51535,0.00000,0,-122241,1
167271,-3.51759,0.00000,0,-122318,1
167362,-3.51797,0.00000,0,-122331,1
167454,-3.51663,0.00000,0,-122285,1
167545,-3.51681,0.00000,0,-122291,1
167636,-3.51693,0.00000,0,-122295,1
167726,-3.51771,0.00000,0,-122322,1
167817,-3.51850,0.00000,0,-122349,1
167908,-3.51824,0.00000,0,-122340,1
167999,-3.51727,0.00000,0,-122307,1
168090,-3.51655,0.00000,0,-122282,1
168181,-3.51701,0.00000,0,-122298,1
168272,-3.51818,0.00000,0,-122338,1
168363,-3.51704,0.00000,0,-122299,1
168454,-3.51815,0.00000,0,-122337,1
168545,-3.51786,0.00000,0,-122327,1
168635,-3.51617,0.00000,0,-122269,1
168726,-3.51748,0.00000,0,-122314,1
168818,-3.51663,0.00000,0,-122285,1
168909,-3.51623,0.00000,0,-122271,1
169000,-3.51701,0.00000,0,-122298,1
169090,-3.51754,0.00000,0,-122316,1
